"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"2327","國巨*","115/03/12","15:40","台北遠東國際大飯店","本公司於115/03/12受邀參加由國泰證券舉辦之&quot;2026Q1 產業
論壇&quot;，就公司營運及產業概況向投資機構做說明。","232720260309M002.pdf","232720260309E002.pdf","www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","","公司網站www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","查詢"
"2327","國巨*","115/03/13","09:30","台北艾麗酒店","本公司於115/03/13受邀參加由中信證券舉辦之&quot;2026第一季
前瞻論壇&quot;，就公司營運及產業概況向投資機構做說明。","232720260309M002.pdf","232720260309E002.pdf","www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","","公司網站www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","查詢"
"2327","國巨*","115/03/19","09:00","台北君悅飯店","本公司於115/03/19受邀參加由Bank of America舉辦之&quot;2026 Asia Tech Conference&quot;，
就公司營運及產業概況向投資機構做說明。","232720260309M002.pdf","232720260309E002.pdf","www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","","公司網站www.yageo.com/zh-TW/Download/Index/investor_conference#bottom_link_title","查詢"
"2328","廣宇","115/03/05","15:20","集思北科大會議中心(台北市大安區忠孝東路三段1號)","本公司受邀參加凱基證券舉辦之2026年第一季KGI投資論壇，說明本公司營運概況。","232820260304M001.pdf","232820260304E001.pdf","https://www.panpi.com.tw/tw/investor_service/corporate_governance/investor_meeting","","無","查詢"
"2328","廣宇","115/03/12","14:00","群益金鼎證券11F會議室(台北市松山區民生東路三段156號11F)","本公司受邀參加群益金鼎證券所舉辦之法人說明會，說明本公司營運概況。","232820260312M001.pdf","232820260312E001.pdf","https://www.panpi.com.tw/tw/investor_service/corporate_governance/investor_meeting",法說會影音連結資訊:https://youtu.be/eYeaPdUmgpQ ,"無","查詢"
"2330","台積電","115/03/03 至 115/03/06","00:30","Palace Hotel, San Francisco","本公司受邀參加摩根士丹利證券所舉辦之『Morgan Stanley Technology, Media &amp; Telecom Conference』，會中就本公司1/15法說會已公開之財務數字、經營績效等相關資訊進行說明。","233020260115M001.pdf","233020260115E001.pdf","https://investor.tsmc.com/chinese/quarterly-results/","","無。","查詢"
"2330","台積電","115/03/12","09:00","台北君悅酒店","本公司受邀參加摩根大通證券所舉辦之『Taiwan CEO-CFO Conference』，會中就本公司1/15法說會已公開之財務數字、經營績效等相關資訊進行說明。","233020260115M001.pdf","233020260115E001.pdf","https://investor.tsmc.com/chinese/quarterly-results/","","無。","查詢"
"2347","聯強","115/03/13","14:00","臺北市南港區市民大道八段205號23樓，同步視訊","說明公司業務狀況","234720260313M001.pdf","234720260313E001.pdf","http://www.synnex-grp.com/tw",中文影音檔網址:2347_60_20260313_ch.mp4 ,"無","查詢"
"2352","佳世達","115/03/11","15:00","線上法說會","本公司2025年第四季財務結果及業務摘要","235220260311M001.pdf","235220260311E001.pdf","https://www.qisda.com/tw/investor/ir-activities",中文影音檔網址:2352_76_20260311_ch.mp4 ,"會議簡報檔及影音連結將於法人說明會後揭露於公開資訊觀測站","查詢"
"2352","佳世達","115/03/17","13:30","台北茹曦酒店2F會議廳 (台北市松山區敦化北路100號)","本公司受邀參加群益金鼎證券舉辦2026第一季投資論壇,說明本公司營運成果。","235220260311M001.pdf","235220260311E001.pdf","https://www.qisda.com/tw/investor/ir-activities",法說會影音連結資訊:https://youtu.be/jMHL3TyWso0 ,"完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"2353","宏碁","115/03/18 至 115/03/19","09:00","台北君悅飯店","本公司受邀參加美銀證券舉辦之BofA Securities 2026 Asia Tech Conference，將於上述時間地點，向法人投資者就已公開發佈之財務數字、經營績效等相關資訊做說明。","內容檔案於會前非交易時間公告於公開資訊觀測站","內容檔案於會前非交易時間公告於公開資訊觀測站","http://www.acer-group.com","","無","查詢"
"2354","鴻準","115/03/17 至 115/03/18","10:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加BofA Securities 2026 Asia Tech Conference","235420260316M001.pdf","235420260316E001.pdf","https://www.foxconntech.com.tw/investor-relations/investor-relations-activities/investor-conference/","","無","查詢"
"2356","英業達","115/03/11","10:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加JP Morgan Taiwan CEO-CFO Conference，說明本公司營運概況","235620260310M001.pdf","235620260310E001.pdf","https://www.inventec.com",中文影音檔網址:2356_228_20260311_ch.mp4 ,"無","查詢"
"2356","英業達","115/03/17","09:00","香港","本公司受邀參加Jefferies Asia Forum，說明本公司營運概況","235620260310M002.pdf","235620260310E002.pdf","https://www.inventec.com","","無","查詢"
"2356","英業達","115/03/20","10:00","台北君悅酒店(台北市信義區松壽路2號)","本公司受邀參加BofA Securities 2026 Asia Tech Conference，說明本公司營運概況","235620260310M003.pdf","235620260310E003.pdf","https://www.inventec.com","","無","查詢"
"2357","華碩","115/03/18","14:00","台北君悅飯店（台北市信義區松壽路2號）","向法人說明產業狀況與本公司經營績效","235720260310M001.pdf","235720260310E001.pdf","https://www.asus.com/tw/Pages/Investor/","","無","查詢"
"2357","華碩","115/03/11","14:00","台北君悅飯店（台北市信義區松壽路2號）","向法人說明產業狀況與本公司經營績效","235720260310M001.pdf","235720260310E001.pdf","https://www.asus.com/tw/Pages/Investor/","","無","查詢"
"2357","華碩","115/03/10","16:00","本次為線上會議","1.說明114年第4季營運結果。 
2.報告品牌業務近況及公司願景。","235720260310M001.pdf","235720260310E001.pdf","https://www.asus.com/tw/Pages/Investor/",同步收看網址：:https://www.webcast-eqs.com/asus25q4/tc 法說會影音連結資訊:未輸 ,"無","查詢"
"2360","致茂","115/03/02 至 115/03/06","09:00","香港,新加坡","本公司受邀參加花旗證券舉辦之Hong Kong &amp; Singapore NDR，向投資人說明本公司2025年第4季之營運概況。","236020260225M001.pdf","236020260225E001.pdf","http://www.chromaate.com","","無","查詢"
"2360","致茂","115/03/18 至 115/03/19","09:00","Hong Kong","本公司受邀參加Jefferies於3/18~3/19舉辦之Jefferies Asia Forum 2026，向投資人說明本公司2025年第4季之營運概況。","236020260225M001.pdf","236020260225E001.pdf","http://www.chromaate.com","","無","查詢"
"2360","致茂","115/03/11 至 115/03/17","09:00","Grand Hyatt Taipei","本公司受邀參加J.P.Morgan於3/11舉辦之J.P. Morgan Taiwan CEO-CFO Conference，及Bank of America於3/17舉辦之2026 BofA Asia Tech Conference，向投資人說明本公司2025年第4季之營運概況。","236020260225M001.pdf","236020260225E001.pdf","http://www.chromaate.com","","無","查詢"
"2365","昆盈","115/03/18","14:30","新北市三重區重新路五段492號(本公司一樓會議室)","公司營運概況報告","236520260318M001.pdf","236520260318E001.pdf","https://www.geniusnet.com/tw/investors/fin_business_info",法說會影音連結資訊:https://youtu.be/eUkvNqDwb44 ,"無","查詢"
"2368","金像電","115/03/18","11:00","台北君悅","本公司受邀參加BofA舉辦之2026 Asia Tech Conference","236820260317M001.pdf","236820260317E001.pdf","https://www.gce.com.tw/legal.html","","無","查詢"
"2377","微星","115/03/13","14:00","本公司3102會議室(新北市中和區立德街69號)","說明114年第4季營運結果。
實體法說會(採實名制報名)
報名網址：https://www.msi.com/investor/conference/zh-tw","237720260313M001.pdf","237720260313E001.pdf","https://tw.msi.com",法說會影音連結資訊:https://youtu.be/yiBr31okP4A ,"無","查詢"
"2379","瑞昱","115/03/05 至 115/03/06","08:00","3/05 The Prince Park Tower Tokyo。","公告本公司115年03月05日~115年03月06日參加Daiwa Investment
Conference Tokyo，會中就公司營運及產業概況向投資機構做說明。","237920260304M001.pdf","237920260304E001.pdf","","","無","查詢"
"2379","瑞昱","115/03/10 至 115/03/18","09:00","3/10 Shangri-La Taipei，3/12 Grand Hyatt Taipei，3/17 Grand
Hyatt Taipei。","公告本公司115 年03 月10 日參加Citi Taiwan Corporate Day，115 年
03 月12 日參加J.P. Morgan Taiwan CEO-CFO Conference，以及115
年03 月17 日~115 年03 月18 日參加BofA Asia Tech Conference，
會中就公司營運及產業概況向投資機構做說明。","237920260304M002.pdf","237920260304E002.pdf","",法說會影音連結資訊:https://youtu.be/rmZjNwtsBq0 ,"無","查詢"
"2382","廣達","115/03/20","09:00","台北君悅酒店","本公司受邀參加美林證券所舉辦之“2026 Asia Tech Conference”投資論壇就本公司目前之營運概況，作回顧及展望說明","238220260302M001.pdf","238220260302E001.pdf","https://www.quantatw.com/Quanta/chinese/investment/financials_icp.aspx","","詳細資料請詳公開資訊觀測站及本公司網站。","查詢"
"2382","廣達","115/03/12","13:30","台北遠東香格里拉飯店","本公司受邀參加國泰證券所舉辦之投資論壇就本公司目前之營運概況，作回顧及展望說明","238220260302M001.pdf","238220260302E001.pdf","https://www.quantatw.com/Quanta/chinese/investment/financials_icp.aspx","","詳細資料請詳公開資訊觀測站及本公司網站。","查詢"
"2382","廣達","115/03/10","09:00","台北遠東香格里拉飯店","本公司受邀參加花旗證券所舉辦之&quot;Citi 2026 March Corporate Day&quot;投資論壇就本公司目前之營運概況，作回顧及展望說明","238220260302M001.pdf","238220260302E001.pdf","https://www.quantatw.com/Quanta/chinese/investment/financials_icp.aspx","","詳細資料請詳公開資訊觀測站及本公司網站。","查詢"
"2382","廣達","115/03/13","09:00","台北君悅酒店","本公司受邀參加J.P. Morgan所舉辦之&quot;Taiwan CEO-CFO Conference 2026 &quot; 投資論壇就本公司目前之營運概況，作回顧及展望說明","238220260302M001.pdf","238220260302E001.pdf","https://www.quantatw.com/Quanta/chinese/investment/financials_icp.aspx","","詳細資料請詳公開資訊觀測站及本公司網站。","查詢"
"2383","台光電","115/03/12","14:00","線上會議","本公司受邀參加高盛證券舉辦之線上法人座談會","238320260311M001.pdf","238320260311E001.pdf","http://www.emctw.com","","無","查詢"
"2383","台光電","115/03/17 至 115/03/18","09:00","台北","本公司受邀參加美銀證券舉辦之2026 Asia Tech Conference","238320260311M001.pdf","238320260311E001.pdf","http://www.emctw.com","","無","查詢"
"2383","台光電","115/03/12","15:30","線上會議","本公司受邀參加富邦證券舉辦之線上法人座談會","238320260311M001.pdf","238320260311E001.pdf","http://www.emctw.com",中文影音檔網址:2383_221_20260312_ch.mp4 ,"無","查詢"
"2383","台光電","115/03/13","09:00","台北","本公司受邀參加摩根大通證券舉辦之Taiwan CEO-CFO Conference","238320260311M001.pdf","238320260311E001.pdf","http://www.emctw.com","","無","查詢"
"2383","台光電","115/03/19","15:30","台北","本公司受邀參加國泰證券舉辦之法人說明會，說明本公司營運概況。","238320260311M001.pdf","238320260311E001.pdf","http://www.emctw.com","","無","查詢"
"2385","群光","115/03/19","09:00","君悅酒店","公告本公司參加美銀證券舉辦之2026 Asia Tech Conference，會中向投資人說明本公司業務概況及未來前景","238520260310M001.pdf","238520260310E001.pdf","http://www.chicony.com.tw/","","無","查詢"
"2385","群光","115/03/10","15:00","台北市中山區明水路700號","公告本公司參加凱基證券舉辦之4Q25法人說明會，會中向投資人說明本公司業務概況及未來前景","238520260310M001.pdf","238520260310E001.pdf","http://www.chicony.com.tw/",法說會影音連結資訊:https://youtu.be/49aqcoewNKk?si=cCUxqhS6vzRNjNqW ,"無","查詢"
"2385","群光","115/03/09","09:00","遠東飯店","公告本公司參加花旗證券舉辦之Taiwan Corporate Day，會中向投資人說明本公司業務概況及未來前景","238520251112M001.pdf","238520251112E001.pdf","http://www.chicony.com.tw/","","無","查詢"
"2395","研華","115/03/09","12:00","台北遠東香格里拉飯店","本公司將受邀參加花旗證券辦理之「2026 March Corporate Day」，會中就本公司114年第四季之財務數字、經營績效等資訊做相關說明。","239520260304M001.pdf","239520260304E001.pdf","","","無","查詢"
"2395","研華","115/03/17","14:00","台北君悅酒店","本公司將受邀參加“BofA Securities 2026 Asia Tech Conference ”美銀證券科技論壇，會中就本公司114年第四季之財務數字、經營績效等資訊做相關說明。","239520260304M001.pdf","239520260304E001.pdf","","","無","查詢"
"2395","研華","115/03/04","14:00","研華內湖總部 (台北市內湖區瑞光路26巷20弄1號)","(1)公布本公司2025年第4季財務報告及2026年第1季業績展望。
(2)參加方式：請參見https://advt.ch/4Q25-Investor-Conference","239520260304M001.pdf","239520260304E001.pdf","https://www.advantech.com/zh-tw/investor/investor-events",同步收看網址：:https://zoom.us/j/2192781821?pwd=eWdQemVjN0lSSkZCUC9wZjFONWtLZz09 法說會影音連結資訊:https://www.advantech.com/zh-tw/resources/video/研華科技2025年第四季法人說明會 英文版影音連結網址:https://www.advantech.com/en/resources/video/advantech-4q-2025-investors-meeting ,"無","查詢"
"2397","友通","115/03/23","14:00","線上法人說明會","說明本公司114年第四季之財務營運概況","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.dfi.com/tw/investorconference",:未輸 法說會影音連結資訊:未輸 ,"會議簡報檔及影音連結將於法人說明會後揭露於公開資訊觀測站","查詢"
"2408","南亞科","115/03/12","09:00","台北君悅酒店","本公司財務業務相關資訊說明","240820260306M001.pdf","240820260306E001.pdf","https://www.nanya.com/tw/IR/13/Investor Calendar?Year=2026",法說會影音連結資訊:https://www.nanya.com/tw/IR/13/Investor Calendar?Year=2026 ,"本公司受邀參加J.P. Morgan Taiwan CEO-CFO Conference","查詢"
"2408","南亞科","115/03/12","15:40","台北遠東香格里拉飯店","本公司財務業務相關資訊說明","240820260306M001.pdf","240820260306E001.pdf","https://www.nanya.com/tw/IR/13/Investor Calendar?Year=2026","","本公司受邀參加國泰證券投資論壇","查詢"
"2408","南亞科","115/03/10","09:00","台北遠東香格里拉飯店","本公司財務業務相關資訊說明","240820260306M001.pdf","240820260306E001.pdf","https://www.nanya.com/tw/IR/13/Investor Calendar?Year=2026","","本公司受邀參加Citi 2026 Taiwan Corporate Day","查詢"
"2408","南亞科","115/03/10","15:40","台北晶華酒店","本公司財務業務相關資訊說明","240820260306M001.pdf","240820260306E001.pdf","https://www.nanya.com/tw/IR/13/Investor Calendar?Year=2026","","本公司受邀參加永豐金證券投資論壇","查詢"
"2408","南亞科","115/03/09","10:30","UBS台北辦公室","本公司財務業務相關資訊說明","240820260306M001.pdf","240820260306E001.pdf","https://www.nanya.com/tw/IR/13/Investor Calendar?Year=2026","","本公司受邀參加 UBS 1Q26 APAC Tech Tour","查詢"
"2408","南亞科","115/03/18","09:00","台北君悅酒店","本公司財務業務相關資訊說明","240820260306M001.pdf","240820260306E001.pdf","https://www.nanya.com/tw/IR/13/Investor Calendar?Year=2026","","本公司受邀參加BofA 2026 Asia Tech Conference","查詢"
"2409","友達","115/03/12","10:00","台北君悅酒店","本公司將受邀參加J.P. Morgan 舉辦之「Taiwan CEO-CFO Conference」，就114年第四季法說會之內容說明公司營運與財務概況。","240920260210M001.pdf","240920260210E001.pdf","https://www.auo.com/zh-TW/investor_conference/index","","無","查詢"
"2409","友達","115/03/18","10:00","台北君悅酒店","本公司將受邀參加Bank of America 舉辦之「2026 Asia Tech Conference」，就114年第四季法說會之內容說明公司營運與財務概況。","240920260210M001.pdf","240920260210E001.pdf","https://www.auo.com/zh-TW/investor_conference/index","","無","查詢"
"2412","中華電","115/03/11","11:00","台北君悅酒店(臺北市信義區松壽路2號)","會議由摩根大通(JPMorgan)主辦","241220260309M001.pdf","241220260309E001.pdf","https://www.cht.com.tw/chtir","","無","查詢"
"2436","偉詮電","115/03/20","14:00","台北市松山區民生東路三段156號16樓","報告114年財報與業務營運相關資訊報告。簡報資料請參閱公開資訊觀測站。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","http://www.weltrend.com.tw",法說會影音連結資訊:未輸 ,"無","查詢"
"2439","美律","115/03/20","11:00","台北君悅酒店","本公司受邀參加BofA Securities舉辦之「2026 Asia Tech Conference」。","243920260302M001.pdf","243920260302E001.pdf","https://www.merry.com.tw/page/investor/seminar.aspx",法說會影音連結資訊:未輸 ,"無","查詢"
"2439","美律","115/03/05","09:40","集思北科大會議中心","本公司受邀參加凱基證券舉辦之「2026年第一季KGI投資論壇」。","243920260302M001.pdf","243920260302E001.pdf","https://www.merry.com.tw/page/investor/seminar.aspx",法說會影音連結資訊:未輸 ,"無","查詢"
"2439","美律","115/03/02","15:00","Webex線上會議","(1)本公司受邀參加永豐金證券舉辦之法人說明會，公布本公司 2025年第4季營運成果。(2)簡報內容於會議開始前15分鐘置於公開資訊觀測站，請自行下載。 (3)活動諮詢:永豐金證券鄒小姐，E-mail:ECM@sinopac.com，TEL:02-23828166","243920260302M001.pdf","243920260302E001.pdf","https://www.merry.com.tw/page/investor/seminar.aspx",中文影音檔網址:2439_265_20260302_ch.mp4 ,"無","查詢"
"2449","京元電子","115/03/09 至 115/03/10","09:00","台北遠東香格里拉 (Shangri-La Far Eastern Hotel, Taipei)","本公司受邀參加花旗證券舉辦的 Citi 2026 Taiwan Corporate Day，簡報資料請參閱公開資訊觀測站。","244920260306M001.pdf","244920260306E001.pdf","","","無","查詢"
"2449","京元電子","115/03/17","09:00","Grand Hyatt, Taipei (台北君悅酒店)","本公司受邀參加美銀證券（BofA Securities）舉辦的2026 Asia Tech Conference，簡報資料請參閱公開資訊觀測站。","244920260306M001.pdf","244920260306E001.pdf","","","無","查詢"
"2449","京元電子","115/03/19","09:00","Grand Hyatt, Taipei (台北君悅酒店)","本公司受邀參加美銀證券（BofA Securities）舉辦的2026 Asia Tech Conference，簡報資料請參閱公開資訊觀測站。","244920260306M001.pdf","244920260306E001.pdf","","","無","查詢"
"2454","聯發科","115/03/10","09:00","台北","公告本公司115年3月10日受邀參加花旗證券於台北舉辦之Corporate Day，簡報資料請參閱公開資訊觀測站。&#8206;","245420260204M001.pdf","245420260204E001.pdf","","","無","查詢"
"2454","聯發科","115/03/11 至 115/03/12","09:00","台北","公告本公司115年3月11日至3月12日受邀參加摩根大通證券於台北舉辦之Taiwan CEO-CFO Conference，簡報資料請參閱公開資訊觀測站。&#8206;","245420260204M001.pdf","245420260204E001.pdf","",英文影音檔網址:2454_273_20260311_en.mp4 ,"無","查詢"
"2454","聯發科","115/03/17 至 115/03/19","09:00","台北、香港","公告本公司115年3月17日至3月18日受邀參加美林證券於台北舉辦之2026 Asia Tech Conference及115年3月18日至3月19&#8206;日受邀參加Jefferies證券於香港舉辦之Asia Forum，簡報資料請參閱公開資訊觀測站。&#8206;","245420260204M001.pdf","245420260204E001.pdf","","","無","查詢"
"2455","全新","115/03/04","14:00","台北君悅酒店","本公司受邀參加統一證券舉辦2026Q1全球展望春季投資論壇，會中就公司業務狀況等說明。","245520260303M001.pdf","245520260303E001.pdf","http://www.vpec.com.tw","","無","查詢"
"2458","義隆","115/03/04","14:00","台北君悅酒店","說明本公司近期營運概況。","245820260304M001.pdf","245820260304E001.pdf","","","無","查詢"
"2458","義隆","115/03/10","10:00","香格里拉台北遠東國際大飯店","說明本公司近期營運概況。","245820260304M001.pdf","245820260304E001.pdf","","","無","查詢"
"2458","義隆","115/03/12","14:00","宏遠證券7F會議室(台北市信義路四段236號)","說明本公司近期營運概況。","245820260311M001.pdf","245820260311E001.pdf","","","無","查詢"
"2458","義隆","115/03/17","10:00","台北君悅酒店","說明本公司近期營運概況。","245820260311M001.pdf","245820260311E001.pdf","","","無","查詢"
"2458","義隆","115/03/03","14:30","線上法人說明會 (報名後提供會議連結資訊)","公布本公司2025年第4季財務報告及2026年第1季業績展望。","245820260303M001.pdf","245820260303E001.pdf","http://www.emc.com.tw/emc/tw/Investor/seminar",中文影音檔網址:2458_162_20260303_ch.mp4 ,"無","查詢"
"2467","志聖","115/03/03","13:30","台北晶華酒店萬象廳：台北市中山北路二段39巷3號4F","本公司受邀參加元大證券2026第一季投資論壇，會中就本公司已公開之財務數字、營運概況等相關資訊進行說明。","246720260303M001.pdf","246720260303E001.pdf","https://www.csun.com.tw/",法說會影音連結資訊:https://youtu.be/Tf1t0QAO83o?si=yfVRr3nrl-8XrZLe ,"無","查詢"
"2467","志聖","115/03/18","11:00","台北君悅飯店/臺北市信義區松壽路2號","本公司受邀參加BoFA外資論壇，會中就本公司114年第4季之財務報告相關資訊暨營運概況進行說明。","246720260313M001.pdf","246720260313E001.pdf","https://www.csun.com.tw/","","無","查詢"
"2467","志聖","115/03/09","11:00","台北遠東香格里拉飯店/台北市敦化南路二段201號","本公司受邀參加Citi&#039;s 2026 Taiwan Corporate Day，會中就本公司已公開之財務數字、營運概況等相關資訊進行說明。","246720260306M001.pdf","246720260306E001.pdf","https://www.csun.com.tw/","","無","查詢"
"2474","可成","115/03/23","12:00","國票證券會議室","本公司受邀參加國票證券舉辦之法人座談會","247420260310M001.pdf","247420260310E001.pdf","",法說會影音連結資訊:未輸 ,"無","查詢"
"2474","可成","115/03/17","09:00","台北君悅酒店","本公司受邀參加&quot;BofA Securities 2026 Asia Tech Conference&quot;，說明本公司營運概況。","247420260310M002.pdf","247420260310E002.pdf","",法說會影音連結資訊:未輸 ,"無","查詢"
"2480","敦陽科","115/03/10","14:00","採Webex線上會議方式","本公司受邀參加115年03月10日14點00分凱基證券舉辦之線上法人說明會，向投資人說明本公司114年第四季營運成果。","248020260309M001.pdf","248020260309E001.pdf","https://www.sti.com.tw/web/official/earnings-call",中文影音檔網址:2480_33_20260310_ch.mp4 ,"報名相關資訊請洽凱基證券倪小姐，電話: (02)2181-8014。","查詢"
"2481","強茂","115/03/18","14:00","臺北市中山區南京東路二段111號","本公司受邀參加富邦證券舉辦之法人說明會","248120260317M001.pdf","248120260317E001.pdf","https://www.panjit.com.tw/tw/Investors/Financial_information/Investors_conference",法說會影音連結資訊:未輸 ,"無","查詢"
"2497","怡利電","115/03/03","09:30","台北晶華酒店4樓","2026年元大證券第一季投資論壇","249720260302M001.pdf","249720260302E001.pdf","https://www.e-lead.com.tw/",中文影音檔網址:2497_25_20260303_ch.mp4 ,"無","查詢"
"2498","宏達電","115/03/17","14:00","台北君悅飯店","本公司受邀參加BofA Securities舉辦之2026 Asia Tech Conference，會中就本公司已公開之資訊進行說明。","249820260316M002.pdf","249820260316E002.pdf","https://investors.htc.com/tw/","","無","查詢"
"2504","國產","115/03/12","14:00","線上法說會","受邀參加國票綜合證券舉辦法人說明會，會中就本公司已公開發布之營運及財務業務狀況做說明。","250420260312M001.pptx","250420260312E001.pptx","https://www.gdc.com.tw/zh-TW/investor.php?id=25",中文影音檔網址:2504_44_20260312_ch.mp4 ,"無","查詢"
"2606","裕民","115/03/13","15:10","台北晶華酒店4樓(台北市中山北路二段39巷3號)","本公司受邀參加華南永昌證券「2026年春季產業趨勢暨企業論壇」","260620260312M001.pdf","260620260312E001.pdf","http://www.uming.com.tw/investors/Financial.aspx?ID=INC0001",法說會影音連結資訊:https://youtu.be/AGGXnBWLmJM ,"法說會資料揭露於公開資訊觀測站之法說會專區","查詢"
"2610","華航","115/03/19","14:30","線上法人說明會","本公司受邀參加富邦證券舉辦之線上法人說明會，會中說明本公司營運概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.china-airlines.com/tw/zh/investor-relations/index",法說會影音連結資訊:未輸 ,"無。","查詢"
"2633","台灣高鐵","115/03/12","14:00","線上法人說明會","114年第四季公司營運狀況說明","263320260311M001.pdf","263320260311E001.pdf","https://www.thsrc.com.tw",中文影音檔網址:2633_41_20260312_ch.mp4 ,"無","查詢"
"2636","台驊控股","115/03/11","14:00","台驊控股總公司12樓大會議室(台北市忠孝東路四段563號12樓)","本公司將舉辦法人說明會，就本公司已公開發布之財務數字、經營績效等相關資訊做說明。","263620260311M001.pdf","263620260311E001.pdf","https://www.t3ex-group.com",中文影音檔網址:2636_43_20260311_ch.mp4 ,"無。","查詢"
"2637","慧洋-KY","115/03/17","13:30","茹曦酒店(臺北市松山區敦化北路100號)","本公司受邀參加群益證券舉辦之2026年第一季投資論壇，
就本公司財務及業務狀況做說明。","263720260316M001.pdf","263720260316E001.pdf","https://www.wisdomlines.com.tw/ir/financial_r_download",法說會影音連結資訊:https://www.youtube.com/watch?v=HpDIWUuyZKA ,"無","查詢"
"2748","雲品","115/03/10","14:30","台北晶華酒店4樓/台北市中山區中山北路二段39巷3號4樓","本公司受邀參加永豐金證券舉辦之法人說明會，說明本公司營運概況、財務及業務相關資訊。","274820260310M001.pdf","274820260310E001.pdf","https://www.fdc-i.com/investor/shareholders/","","無","查詢"
"2801","彰銀","115/03/18","14:30","本次為中文線上法說會，連結網址請至本公司網頁或至公開資訊觀測站查詢。","報告本行2025年第4季財務資訊及經營成果","280120260318M001.pdf","280120260318E001.pdf","https://www.bankchb.com/frontend/earningsCall.jsp",同步收看網址：:https://www.zucast.com/event/xokv8Zgf/subscribe/create?openExternalBrowser=1 法說會影音連結資訊:https://reurl.cc/18Yr3G ,"無","查詢"
"2812","台中銀","115/03/16","14:00","線上法說會","2025年度營運概況法人說明會","281220260313M001.pdf","281220260313E001.pdf","https://www.tcbbank.com.tw/Intro/B_10.html",中文影音檔網址:2812_28_20260316_ch.mp4 ,"無","查詢"
"2832","台產","115/03/13","14:30","兆豐證券/
台北市忠孝東路二段95號4樓","本公司受邀參加兆豐證券舉辦之法人說明會，會中就本公司已公開發布之營運及財務業務狀況作說明。","283220260313M001.pdf","283220260313E001.pdf","https://www.tfmi.com.tw/investors-Ii-conference",中文影音檔網址:2832_21_20260313_ch.mp4 ,"無","查詢"
"2834","臺企銀","115/03/19","14:00","線上直播","公告本公司召開2025年第四季中文法人說明會，
公佈2025年第四季營運概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://ir.tbb.com.tw/events/investors-conference",同步收看網址：:(https://www.zucast.com/webcast/jzkq7Udj 法說會影音連結資訊:未輸 ,"無","查詢"
"2836","高雄銀","115/03/18","14:30","高雄銀行總行7樓會議室(高雄市左營區博愛二路168號7樓)","2025年第4季法人說明會","283620260317M002.pdf","283620260317E002.pdf","https://www.bok.com.tw/-116",中文影音檔網址:2836_27_20260318_ch.mp4 ,"無。","查詢"
"2845","遠東銀","115/03/19","15:00","線上會議","遠銀2025年第四季經營績效及未來營運策略","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.feib.com.tw/detail?id=470",法說會影音連結資訊:未輸 ,"報名窗口請洽janeshu@feib.com.tw","查詢"
"2849","安泰銀","115/03/19","14:30","線上法說會","公布114年營運概況","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.entiebank.com.tw/entie/0.2.5",同步收看網址：:https://www.zucast.com/webcast/SHtwCV70/ 法說會影音連結資訊:https://www.zucast.com/webcast/SHtwCV70/ ,"無","查詢"
"2855","統一證","115/03/03","14:00","本次為中文線上法說會","說明本公司114年度財務暨營運報告","285520260303M001.pdf","285520260303E001.pdf","https://www.pscnet.com.tw/",同步收看網址：:https://pse.is/8r65b6 法說會影音連結資訊:https://promote.pscnet.com.tw/html/test/2855-1150303.mp4 ,"會議室號碼：2518-311-8844，會議室密碼為本公司股票代碼","查詢"
"2880","華南金","115/03/25","15:00","華南銀行總行大樓2樓國際會議廳
(台北市信義區松仁路123號2樓)","公告本公司召開2025年第4季中文法人說明會，公布2025年度營運概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.hnfhc.com.tw/HNFHC/ir/p.do",同步收看網址：:https://www.zucast.com/webcast/xf12UIZk 法說會影音連結資訊:未輸 ,"無","查詢"
